,Date,HHState,Zipcode,Sex,Age,HHsize,Kids,Auto_own,Married,Educ,HType,Worker,commute_before,commute_after,Transmode_before,Change_trans_mode,Transmode_after,Commute_min,PhyAc_Before,Exe_Before,PhyAc_After,Exe_After,Groc_Shp,Outside_Ac,Outside_Purp,ONL_SHP,ONL_SHP_AFTR
352,6/29/2020,MD,21911,Male,50,3.0,0.0,3.0,Divorced/Seperated,3,Condo/Townhouse,Employed Full Time,Commute Everyday,Switched to work from home with reduced workload,Auto/driving,NA,NA/Teleworked,10.0,30-60 min,1-2 times/week,1-2 times/week,5-30 min/day,4+ times/Mth,3+,Daily drives just to get away,Yes,No
353,4/12/2020,MD,21044,Male,35,2.0,0.0,2.0,Married,4,Single-Family House,Employed Full Time,Partial Commute/teleworked,Switched to work from home without change in the workload,Auto/driving,NA,Other,60.0,30-60 min,1-2 times/week,1-2 times/week,5-30 min/day,4+ times/Mth,3+,Moving into a new house,Yes,Yes
354,5/13/2020,VA,22310,Male,52,3.0,2.0,2.0,Married,4,Single-Family House,Employed Full Time,Partial Commute/teleworked,Switched to work from home without change in the workload,Public Transit,NA,NA/Teleworked,60.0,30-60 min,1-2 times/week,1-2 times/week,5-30 min/day,4+ times/Mth,3+,restaurant take out,No,Not Applicable
355,5/26/2020,VA,22124,Male,80,2.0,0.0,2.0,Married,4,Single-Family House,Retired,-8,-8,Auto/driving,No,NA/Teleworked,45.0,30-60 min,1-2 times/week,1-2 times/week,5-30 min/day,4+ times/Mth,3+,Physical therapy 3 times a week,No,Not Applicable
356,4/12/2020,MD,21044,Female,31,2.0,0.0,2.0,Married,4,Single-Family House,Employed Full Time,Partial Commute/teleworked,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,40.0,30-60 min,1-2 times/week,1-2 times/week,5-30 min/day,4+ times/Mth,3+,Moving into a new house,No,Not Applicable
357,6/17/2020,DC,20036,Female,23,2.0,0.0,0.0,Single,3,Apartment,Employed Full Time,Commute Everyday,Switched to work from home with reduced workload,Public Transit,NA,NA/Teleworked,20.0,30-60 min,3-4 times/week,1-2 times/week,5-30 min/day,4+ times/Mth,3+,To hang out with friends,No,Not Applicable
358,5/12/2020,PA,19063,Female,68,2.0,0.0,2.0,Married,3,Single-Family House,Employed Full Time,Partial Commute/teleworked,Switched to work from home with reduced workload,Auto/driving,NA,NA/Teleworked,5.0,60+ min,5+ times/week,1-2 times/week,5-30 min/day,4+ times/Mth,3+,Visit Uncle on his deck at his home 2 x . Chiropractor or physical therapist once a week for pain management. ,No,No
359,4/10/2020,CA,94609,Female,31,2.0,0.0,0.0,Married,4,Apartment,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Public Transit,NA,NA/Teleworked,60.0,15-30 min,None,1-2 times/week,5-30 min/day,4+ times/Mth,3+,Shopping,No,Not Applicable
360,6/30/2020,MD,21903,Male,35,3.0,1.0,2.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home with reduced workload,Auto/driving,NA,NA/Teleworked,20.0,30-60 min,1-2 times/week,3-4 times/week,5-30 min/day,4+ times/Mth,3+,"Grocery shopping was difficult, because not everything was in stock.  I had to go more times than I liked just to find toilet paper and disinfectant.",No,No
361,5/18/2020,FL ,33624,Female,61,2.0,0.0,2.0,Married,4,Single-Family House,Employed Full Time,Partial Commute/teleworked,Switched to work from home without change in the workload,Auto/driving,No,NA/Teleworked,30.0,15-30 min,3-4 times/week,3-4 times/week,5-30 min/day,4+ times/Mth,3+,,No,Not Applicable
362,5/19/2020,NJ,8824,Female,50,4.0,2.0,2.0,Married,4,Single-Family House,Employed Full Time,Partial Commute/teleworked,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,30.0,15-30 min,3-4 times/week,3-4 times/week,5-30 min/day,4+ times/Mth,3+,"Drop things off at a friends home, attend funeral, visit gravesite.",No,Not Applicable
363,5/26/2020,CA,94104,Female,38,4.0,2.0,1.0,Married,4,Single-Family House,Employed Full Time,Partial Commute/teleworked,Switched to work from home with increased workload,Auto/driving,No,NA/Teleworked,90.0,15-30 min,3-4 times/week,3-4 times/week,5-30 min/day,4+ times/Mth,3+,"I walk my dog, take my kids out for their activities ",No,Not Applicable
364,6/4/2020,NY,11211,Male,29,2.0,0.0,1.0,Married,3,Condo/Townhouse,Employed Full Time,Tele-Worked Every Day,Switched to work from home with increased workload,Auto/driving,NA,NA/Teleworked,60.0,30-60 min,3-4 times/week,3-4 times/week,5-30 min/day,4+ times/Mth,3+,See friends at park,Yes,No
365,5/27/2020,VA,22307,Male,74,2.0,0.0,3.0,Married,3,Single-Family House,Retired,-8,-8,Rideshare (including Uber and Lift),No,NA/Teleworked,30.0,15-30 min,5+ times/week,3-4 times/week,5-30 min/day,4+ times/Mth,3+,Preparing summer rental house for renting,No,Not Applicable
366,6/8/2020,MD,21212,Female,49,3.0,1.0,2.0,Married,4,Single-Family House,Employed Part Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,35.0,30-60 min,5+ times/week,3-4 times/week,5-30 min/day,4+ times/Mth,3+,"take out food, bike repair",No,Not Applicable
367,5/26/2020,FL ,34787,Female,50,4.0,1.0,3.0,Married,4,Single-Family House,Employed Part Time,Partial Commute/teleworked,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,45.0,0-15 min,1-2 times/week,5+ times/week,5-30 min/day,4+ times/Mth,3+,"doctors visits, visit friends",Yes,Maybe
368,5/20/2020,CA,90404,Male,65,2.0,2.0,2.0,-8,4,Condo/Townhouse,Employed Part Time,Partial Commute/teleworked,Switched to work from home with increased workload,Auto/driving,NA,Auto/driving,30.0,30-60 min,3-4 times/week,5+ times/week,5-30 min/day,4+ times/Mth,3+,Family visit,Yes,Yes
369,5/26/2020,AZ,85032,Female,60,3.0,0.0,3.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home with increased workload,Public Transit,NA,NA/Teleworked,45.0,30-60 min,5+ times/week,5+ times/week,5-30 min/day,4+ times/Mth,3+,Outdoor group activities (socially distanced dog training); restaurant carry out services; just driving without leaving the car to take in some scenery,No,Not Applicable
370,5/27/2020,WI,53204,Male,69,1.0,0.0,1.0,Single,4,Multi-Family House,Employed Part Time,-8,Switched to work from home with increased workload,Auto/driving,No,NA/Teleworked,0.0,30-60 min,5+ times/week,5+ times/week,5-30 min/day,4+ times/Mth,3+,I walk to deposit money in my bank ATM,No,Not Applicable
371,6/29/2020,MD,21012,Male,61,2.0,0.0,2.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,35.0,60+ min,5+ times/week,5+ times/week,5-30 min/day,4+ times/Mth,3+,Volunteer firefighter/EMS; ,No,Not Applicable
372,5/26/2020,PA,15208,Male,70,2.0,0.0,1.0,Married,4,Single-Family House,Employed Part Time,Commute Everyday,Switched to work from home without change in the workload,Walk,NA,NA/Teleworked,40.0,60+ min,5+ times/week,5+ times/week,5-30 min/day,4+ times/Mth,3+,"take out food, medical appointments",No,Not Applicable
373,5/20/2020,WA,98125,Female,22,2.0,0.0,0.0,Married,3,Single-Family House,Employed Full Time,Commute Everyday,Did not change/still commute,Public Transit,No,NA/Teleworked,30.0,60+ min,1-2 times/week,None,5-30 min/day,4+ times/Mth,3+,"I’ve gone out a few times for small errands not grocery or exercise related. Hardware store, book store, etc.",No,Maybe
374,5/26/2020,IN,47904,Female,23,2.0,0.0,2.0,Single,3,Apartment,Employed Full Time,Tele-Worked Every Day,Switched to work from home without change in the workload,Public Transit,NA,NA/Teleworked,35.0,0-15 min,1-2 times/week,1-2 times/week,5-30 min/day,4+ times/Mth,None,,No,No
375,5/26/2020,PA,17870,Male,32,2.0,0.0,2.0,Married,3,Condo/Townhouse,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,90.0,30-60 min,1-2 times/week,1-2 times/week,5-30 min/day,4+ times/Mth,None,,No,Not Applicable
376,5/27/2020,MD,21218,Male,47,4.0,2.0,1.0,Married,4,Other,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Bike/Bikeshare,NA,NA/Teleworked,50.0,60+ min,1-2 times/week,1-2 times/week,5-30 min/day,4+ times/Mth,None,,No,Not Applicable
377,5/28/2020,MD,21218,Male,30,2.0,0.0,1.0,Single,3,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Public Transit,NA,NA/Teleworked,15.0,30-60 min,3-4 times/week,1-2 times/week,5-30 min/day,4+ times/Mth,None,,No,Maybe
378,4/14/2020,CA,94501,Male,36,3.0,3.0,1.0,Married,4,Condo/Townhouse,Employed Full Time,Partial Commute/teleworked,Switched to work from home with reduced workload,Public Transit,NA,NA/Teleworked,20.0,60+ min,3-4 times/week,1-2 times/week,5-30 min/day,4+ times/Mth,None,,-8,Not Applicable
379,5/15/2020,MD,20783,Female,33,2.0,0.0,1.0,Married,4,Apartment,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Walk,NA,NA/Teleworked,25.0,30-60 min,None,1-2 times/week,5-30 min/day,4+ times/Mth,None,,Yes,No
380,5/26/2020,DE,19711,Male,42,4.0,2.0,2.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,10.0,0-15 min,1-2 times/week,3-4 times/week,5-30 min/day,4+ times/Mth,None,,Yes,No
381,4/23/2020,VA,22042,Female,35,4.0,1.0,2.0,Married,4,Single-Family House,Employed Full Time,Partial Commute/teleworked,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,30.0,15-30 min,1-2 times/week,3-4 times/week,5-30 min/day,4+ times/Mth,None,,Yes,No
382,6/1/2020,NY,14221,Female,71,2.0,0.0,2.0,Married,4,Apartment,Retired,-8,-8,-8,NA,NA/Teleworked,0.0,60+ min,1-2 times/week,3-4 times/week,5-30 min/day,4+ times/Mth,None,,No,Not Applicable
383,5/27/2020,CA,94404,Female,38,6.0,4.0,2.0,Married,4,Single-Family House,Employed Part Time,Tele-Worked Every Day,Did not change/still tele-work,-8,NA,NA/Teleworked,0.0,30-60 min,3-4 times/week,3-4 times/week,5-30 min/day,4+ times/Mth,None,,No,Maybe
384,5/28/2020,MD,21224,Female,32,2.0,0.0,2.0,Married,4,Condo/Townhouse,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,30.0,60+ min,3-4 times/week,3-4 times/week,5-30 min/day,4+ times/Mth,None,,No,Not Applicable
385,4/27/2020,IL,60148,Female,39,5.0,2.0,2.0,Divorced/Seperated,4,Condo/Townhouse,Employed Full Time,Commute Everyday,Did not change/still commute,Auto/driving,No,NA/Teleworked,15.0,60+ min,5+ times/week,3-4 times/week,5-30 min/day,4+ times/Mth,None,,No,Maybe
386,4/15/2020,CA,95814,Female,33,1.0,0.0,0.0,Single,4,Apartment,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Walk,NA,NA/Teleworked,14.0,15-30 min,1-2 times/week,5+ times/week,5-30 min/day,4+ times/Mth,None,,Yes,Yes
387,5/19/2020,WA,98004,Male,22,1.0,0.0,0.0,Single,4,Apartment,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Walk,NA,NA/Teleworked,10.0,30-60 min,3-4 times/week,5+ times/week,5-30 min/day,4+ times/Mth,None,,No,Not Applicable
388,5/12/2020,AZ,85281,Female,30,2.0,2.0,2.0,Married,4,Apartment,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Public Transit,NA,NA/Teleworked,20.0,15-30 min,1-2 times/week,None,5-30 min/day,4+ times/Mth,None,,Yes,No
389,5/27/2020,CA,94063,Male,73,2.0,0.0,2.0,Married,4,Single-Family House,Employed Part Time,Tele-Worked Every Day,Did not change/still tele-work,Public Transit,No,NA/Teleworked,90.0,30-60 min,3-4 times/week,None,5-30 min/day,4+ times/Mth,Once,To retrieve files from spouse's office,Yes,Maybe
390,5/27/2020,FL ,32305,Female,0,2.0,0.0,2.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,35.0,15-30 min,1-2 times/week,3-4 times/week,5-30 min/day,4+ times/Mth,Twice,medical,Yes,No
391,4/17/2020,TX,76013,Female,30,6.0,0.0,5.0,-8,4,Single-Family House,Employed Full Time,Partial Commute/teleworked,Switched to work from home with increased workload,Auto/driving,NA,NA/Teleworked,35.0,30-60 min,1-2 times/week,3-4 times/week,5-30 min/day,4+ times/Mth,Twice,,Yes,No
392,5/28/2020,IL,60613,Male,68,2.0,0.0,1.0,Married,4,Multi-Family House,Employed Part Time,Partial Commute/teleworked,Switched to work from home without change in the workload,Public Transit,NA,NA/Teleworked,40.0,30-60 min,3-4 times/week,5+ times/week,5-30 min/day,4+ times/Mth,Twice,to pick up  take out food order,No,Not Applicable
393,5/13/2020,WA,98006,Female,53,4.0,2.0,2.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Public Transit,NA,NA/Teleworked,60.0,0-15 min,1-2 times/week,None,5-30 min/day,4+ times/Mth,Twice,"Post office, Car repair",No,No
394,5/12/2020,MA,2453,Female,48,4.0,2.0,2.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,30.0,15-30 min,1-2 times/week,None,5-30 min/day,4+ times/Mth,Twice,Birthday parades,No,No
395,5/12/2020,MA,2453,Female,48,4.0,2.0,2.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,30.0,15-30 min,1-2 times/week,None,5-30 min/day,4+ times/Mth,Twice,Birthday parades,No,No
396,5/15/2020,MD,20901,Female,26,2.0,0.0,2.0,Married,3,Condo/Townhouse,Employed Full Time,Partial Commute/teleworked,Switched to work from home with increased workload,Public Transit,NA,NA/Teleworked,35.0,30-60 min,None,1-2 times/week,5-30 min/day,None- All Online,3+,Medical,Yes,No
397,5/8/2020,MD,21230,Male,32,2.0,0.0,2.0,Single,3,Other,Employed Full Time,Commute Everyday,Switched to work from home with reduced workload,Auto/driving,NA,NA/Teleworked,45.0,0-15 min,None,5+ times/week,5-30 min/day,None- All Online,3+,Socially distant visiting of family. We stood in their yard and they stood in the doorway,Yes,Yes
398,5/16/2020,NY,10011,Female,89,1.0,0.0,0.0,Divorced/Seperated,4,Apartment,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Walk,NA,NA/Teleworked,5.0,0-15 min,1-2 times/week,None,5-30 min/day,None- All Online,3+,"work, shop, go out with friends for dinner",Yes,Maybe
399,5/12/2020,MA,2052,Female,49,4.0,2.0,2.0,Married,4,Single-Family House,Unemployed,-8,-8,-8,NA,NA/Teleworked,0.0,30-60 min,1-2 times/week,1-2 times/week,5-30 min/day,None- All Online,None,,No,Yes
400,5/3/2020,MD,21210,Female,36,2.0,0.0,1.0,Married,4,Apartment,Employed Full Time,Tele-Worked Every Day,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,60.0,30-60 min,3-4 times/week,1-2 times/week,5-30 min/day,None- All Online,None,,Yes,No
401,4/22/2020,NH,3102,Female,56,5.0,1.0,3.0,Married,4,Multi-Family House,Unemployed,-8,-8,Auto/driving,NA,NA/Teleworked,60.0,30-60 min,3-4 times/week,3-4 times/week,5-30 min/day,None- All Online,None,,No,Not Applicable
402,5/17/2020,DC,20007,Female,56,1.0,0.0,1.0,Single,4,Condo/Townhouse,Employed Full Time,Tele-Worked Every Day,Did not change/still tele-work,-8,No,NA/Teleworked,0.0,60+ min,3-4 times/week,3-4 times/week,5-30 min/day,None- All Online,None,,Yes,Maybe
403,4/18/2020,MD,21044,Male,40,4.0,1.0,3.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,35.0,15-30 min,1-2 times/week,5+ times/week,5-30 min/day,None- All Online,None,,Yes,Yes
404,5/8/2020,MD,20901,Female,40,4.0,2.0,2.0,Married,3,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,15.0,60+ min,3-4 times/week,5+ times/week,5-30 min/day,None- All Online,None,,Yes,Maybe
405,4/15/2020,CT,6279,Female,28,3.0,0.0,2.0,Married,4,Apartment,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Bike/Bikeshare,No,NA/Teleworked,30.0,60+ min,5+ times/week,5+ times/week,5-30 min/day,None- All Online,None,,Yes,No
406,5/13/2020,WA,98052,Female,34,2.0,2.0,1.0,Married,4,Single-Family House,Employed Full Time,Partial Commute/teleworked,Switched to work from home without change in the workload,Public Transit,NA,NA/Teleworked,40.0,15-30 min,None,None,5-30 min/day,None- All Online,None,,Yes,Maybe
407,5/12/2020,CA,94706,Female,45,2.0,0.0,2.0,Married,4,Apartment,Employed Full Time,Commute Everyday,Switched to work from home with increased workload,Rideshare (including Uber and Lift),NA,NA/Teleworked,20.0,15-30 min,None,None,5-30 min/day,None- All Online,None,,Yes,Yes
408,6/4/2020,MD,21202,Female,59,1.0,0.0,0.0,Divorced/Seperated,3,Apartment,Employed Full Time,Tele-Worked Every Day,Switched to work from home with reduced workload,Public Transit,NA,NA/Teleworked,20.0,30-60 min,1-2 times/week,1-2 times/week,5-30 min/day,None- All Online,Once,"Bomb Threat called into our condo building on June 1, 2020 - was outside for 2 hours.",Yes,Yes
409,5/13/2020,NY,14214,Female,36,1.0,0.0,1.0,Divorced/Seperated,4,Multi-Family House,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,15.0,15-30 min,1-2 times/week,None,5-30 min/day,None- All Online,Twice,Delivering gifts to ppl ,Yes,Maybe
410,5/27/2020,DE,19711,Female,38,1.0,0.0,1.0,Single,4,Condo/Townhouse,Employed Full Time,Partial Commute/teleworked,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,15.0,30-60 min,3-4 times/week,5+ times/week,5-30 min/day,Once/Mth,3+,Accessing veterinary care and medications for pets,Yes,Maybe
411,5/14/2020,GA,30067,Female,22,2.0,0.0,1.0,Single,4,Apartment,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Walk,NA,NA/Teleworked,5.0,30-60 min,3-4 times/week,None,5-30 min/day,Once/Mth,3+,Moving to new apt,Yes,Yes
412,4/24/2020,CA,95117,Female,34,3.0,1.0,2.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,60.0,60+ min,5+ times/week,1-2 times/week,5-30 min/day,Once/Mth,None,,Yes,Maybe
413,4/10/2020,WA,98072,Female,39,3.0,1.0,1.0,Married,4,Single-Family House,Employed Full Time,Tele-Worked Every Day,Switched to work from home with increased workload,Auto/driving,No,NA/Teleworked,40.0,60+ min,None,1-2 times/week,5-30 min/day,Once/Mth,None,,Yes,Not Applicable
414,5/12/2020,MD,20817,Other/Non-binary ,27,6.0,1.0,3.0,Single,4,Single-Family House,Unemployed,-8,Stayed at home and not able to work,Public Transit,NA,NA/Teleworked,45.0,30-60 min,1-2 times/week,3-4 times/week,5-30 min/day,Once/Mth,None,,Yes,Maybe
415,5/13/2020,MA,2474,Male,59,2.0,0.0,1.0,Married,4,Single-Family House,Employed Full Time,Partial Commute/teleworked,Switched to work from home without change in the workload,Public Transit,NA,NA/Teleworked,40.0,15-30 min,5+ times/week,3-4 times/week,5-30 min/day,Once/Mth,None,,Yes,Maybe
416,4/12/2020,NY,14802,Female,35,4.0,2.0,2.0,Married,4,Single-Family House,Employed Full Time,Partial Commute/teleworked,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,5.0,30-60 min,5+ times/week,5+ times/week,5-30 min/day,Once/Mth,None,,No,Not Applicable
417,5/26/2020,IN,47906,Female,27,2.0,0.0,2.0,Single,4,Apartment,Employed Part Time,Partial Commute/teleworked,Switched to work from home with increased workload,Auto/driving,No,NA/Teleworked,10.0,30-60 min,5+ times/week,None,5-30 min/day,Once/Mth,None,,Yes,Maybe
418,5/28/2020,IN,47906,Female,27,2.0,0.0,2.0,Single,4,Apartment,Employed Part Time,-8,Switched to work from home with increased workload,Auto/driving,No,NA/Teleworked,10.0,30-60 min,5+ times/week,None,5-30 min/day,Once/Mth,None,,Yes,Maybe
419,5/28/2020,IN,47906,Female,27,2.0,0.0,2.0,Single,4,Apartment,Employed Part Time,-8,Switched to work from home with increased workload,Auto/driving,No,NA/Teleworked,10.0,30-60 min,5+ times/week,None,5-30 min/day,Once/Mth,None,,Yes,Maybe
420,5/29/2020,ME,4101,Male,39,2.0,4.0,1.0,Married,4,Apartment,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Walk,No,NA/Teleworked,8.0,60+ min,3-4 times/week,1-2 times/week,5-30 min/day,Once/Mth,Once,ATM,No,Not Applicable
421,4/12/2020,CA,92603,Female,45,3.0,1.0,2.0,Married,4,Single-Family House,Employed Full Time,Partial Commute/teleworked,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,15.0,0-15 min,1-2 times/week,3-4 times/week,5-30 min/day,Once/Mth,Once,Grocery shopping,Yes,Maybe
422,5/22/2020,MD,20852,Male,36,2.0,0.0,2.0,Married,4,Condo/Townhouse,Employed Full Time,Partial Commute/teleworked,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,60.0,0-15 min,1-2 times/week,1-2 times/week,5-30 min/day,Twice/Mth,3+,Visit family members,Yes,No
423,4/12/2020,VA,22015,Female,38,3.0,1.0,2.0,Divorced/Seperated,4,Condo/Townhouse,Unemployed,Commute Everyday,Stayed at home and not able to work,Auto/driving,No,NA/Teleworked,35.0,60+ min,5+ times/week,1-2 times/week,5-30 min/day,Twice/Mth,3+,"Running, walking dog",No,No
424,5/12/2020,CA,90020,Female,38,2.0,0.0,2.0,Single,4,Apartment,Employed Full Time,Commute Everyday,Switched to work from home with increased workload,Auto/driving,NA,NA/Teleworked,7.0,0-15 min,None,1-2 times/week,5-30 min/day,Twice/Mth,3+,Drop off groceries or prescriptions  to elderly parents ,Yes,Maybe
425,5/27/2020,MD,20723,Female,31,2.0,0.0,2.0,Married,4,Other,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,No,NA/Teleworked,25.0,0-15 min,1-2 times/week,3-4 times/week,5-30 min/day,Twice/Mth,3+,t,No,Not Applicable
426,5/14/2020,VA,22031,Male,39,3.0,1.0,1.0,Married,4,Apartment,Employed Full Time,Commute Everyday,Switched to work from home with reduced workload,Auto/driving,NA,NA/Teleworked,35.0,30-60 min,None,3-4 times/week,5-30 min/day,Twice/Mth,3+,"Drive to work, and drive around",No,Not Applicable
427,5/12/2020,PA,19125,Female,42,2.0,0.0,1.0,Married,4,Single-Family House,Employed Full Time,Partial Commute/teleworked,Switched to work from home without change in the workload,Public Transit,NA,NA/Teleworked,25.0,30-60 min,1-2 times/week,5+ times/week,5-30 min/day,Twice/Mth,3+,dropping off food to friends,Yes,No
428,5/12/2020,GA,30002,Female,54,3.0,0.0,3.0,Married,4,Single-Family House,Employed Full Time,Partial Commute/teleworked,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,25.0,0-15 min,3-4 times/week,5+ times/week,5-30 min/day,Twice/Mth,3+,"Day trip to neighboring state (Alabama) to help my college son retrieve belongings that he had left behind in his dorm at the start of the lockdown (occurred after both my state and the neighboring state lifted their stay-at-home mandates, with less than 2 hours spent at the dorm and an additional stop at a state park en route to eat a packed lunch and hike); two or three socially-distanced visits to help my elderly mother, who lives in my neighborhood and is not leaving her home.",No,Not Applicable
429,5/27/2020,CA,93513,Female,61,2.0,0.0,2.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,16.0,15-30 min,5+ times/week,5+ times/week,5-30 min/day,Twice/Mth,3+,"Very rural area: other trips - went to buy tomato plants, paycheck, bank deposit -- husband does most grocery shopping ( 4+x month).  We did online organic grocery shopping even before COVID -- but had to stop until they restocked - now they are back in business and I am grocery shopping online again.",Yes,Yes
430,5/26/2020,MS,39759,Female,60,2.0,0.0,4.0,Married,3,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,5.0,60+ min,5+ times/week,5+ times/week,5-30 min/day,Twice/Mth,3+,"We own a cabin and land in country, it is safe there.",Yes,Maybe
431,5/19/2020,NJ,8873,Male,65,4.0,0.0,4.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,20.0,15-30 min,None,5+ times/week,5-30 min/day,Twice/Mth,3+,occasional authorized trip to office; trips to parks to walk,No,No
432,5/22/2020,TX,76021,Male,55,4.0,2.0,2.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,22.0,0-15 min,1-2 times/week,None,5-30 min/day,Twice/Mth,3+,"Lawn and garden, hardware store",Yes,Yes
433,5/13/2020,UT,84321,Male,34,2.0,0.0,1.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Public Transit,NA,NA/Teleworked,30.0,30-60 min,None,None,5-30 min/day,Twice/Mth,3+,Brief work at my workplace,No,Not Applicable
434,4/10/2020,WA,98034,Female,36,3.0,1.0,1.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,30.0,0-15 min,1-2 times/week,1-2 times/week,5-30 min/day,Twice/Mth,None,,Yes,Maybe
435,4/12/2020,VA,24060,Female,39,3.0,,1.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home with increased workload,Auto/driving,NA,NA/Teleworked,10.0,60+ min,3-4 times/week,1-2 times/week,5-30 min/day,Twice/Mth,None,,Yes,No
436,5/24/2020,CA,92610,Male,54,4.0,0.0,3.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Did not change/still commute,Auto/driving,No,NA/Teleworked,45.0,0-15 min,5+ times/week,1-2 times/week,5-30 min/day,Twice/Mth,None,,No,Not Applicable
437,5/20/2020,CA,92610,Male,54,4.0,0.0,3.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Did not change/still commute,Auto/driving,No,NA/Teleworked,45.0,0-15 min,5+ times/week,1-2 times/week,5-30 min/day,Twice/Mth,None,,No,Not Applicable
438,4/22/2020,NY,12603,Male,41,4.0,2.0,2.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home with increased workload,Auto/driving,NA,NA/Teleworked,25.0,0-15 min,None,1-2 times/week,5-30 min/day,Twice/Mth,None,,Yes,Maybe
439,5/27/2020,FL ,33647,Female,50,5.0,0.0,3.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,No,NA/Teleworked,30.0,0-15 min,None,1-2 times/week,5-30 min/day,Twice/Mth,None,,Yes,Not Applicable
440,4/12/2020,DC,2016,Female,39,1.0,0.0,1.0,Single,4,Condo/Townhouse,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Walk,NA,NA/Teleworked,10.0,15-30 min,3-4 times/week,3-4 times/week,5-30 min/day,Twice/Mth,None,,No,Not Applicable
441,5/27/2020,CA,91403,Female,33,2.0,0.0,2.0,Married,4,Single-Family House,Employed Part Time,Partial Commute/teleworked,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,35.0,30-60 min,3-4 times/week,3-4 times/week,5-30 min/day,Twice/Mth,None,,No,Not Applicable
